,Username,Comment,Likes,Replies,link
182,              future concept            ,,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
183,              Clevy Galvan            ,"guess you replied to all comments, thats a good job sirrr!",2,0,https://www.youtube.com/watch?v=ad79nYk2keg
184,              DoGBroS INC            ,Can I learn ai with machine learning and deep learning and natural language processing how long it will take.I want to establish technology company that manufactured smart gadget and ai software,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
185,              praveen singh            ,Option B is correct,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
186,              Vipul Agrawal            ,"I think option ""D"" is answer.",0,0,https://www.youtube.com/watch?v=ad79nYk2keg
187,              North Cup            ,I think option A is the correct answer,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
188,              Murtala Ahmad *Moray*            ,C-Because there is no AI robot machine that can read & figure out your self emotions.Neither humans nor robots that yet exist to predict your inside.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
189,              Sariah Mohamed            ,I want to create an app that has AI that makes orders to certain suppliers and customers so which ai is that and how long do I need to do coding and what do I need,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
190,              Happy me 🤗            ,Tge answer for the quizz is I guess we don't yet have an AI that can read its owners emotions. Is it true? What is the answer???,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
191,              Jeet Sharma            ,"A. Sophia has citizenship
B. There are robots with muscular skeletal systems
C. AI can recognise emotions by looking at face patterns.. And other stuff
D. Not yet invented",23,0,https://www.youtube.com/watch?v=ad79nYk2keg
192,              Jugal Patel            ,AI that develops emotions over time,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
193,              Sangita Kumari            ,D. AI that develops emotions over time.,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
194,              Arvind Gupta            ,AI that can read it's owner's emotions,3,0,https://www.youtube.com/watch?v=ad79nYk2keg
195,              hitamsh daga            ,D. robot that develops emotions over time.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
196,              Sourabh Kapse            ,D -  AI that develops Emotions over time,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
197,              Krishna Tutorial.            ,AI that develops emotions over time,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
198,              Veena K            ,AI that develops emotions over time,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
199,              maria jose Dura Mata            ,AI that develops emotions over time,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
200,              Razeel Hassan            ,If I learn ML? Will I be able to make AI systems?,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
201,              UMAIR KHALID            ,the correct answer is definitely option D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
202,              Gunasankar Ramalingam            ,the option is :D. because when the media was asking question to shopia the robot it couldn't make any emotion ......,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
203,              Memories pass            ,"Develop emotion over time
For i think it hard for Robot to  be feel like human being unlikely we become image like the movie Robot .",1,0,https://www.youtube.com/watch?v=ad79nYk2keg
204,              Kashyap Gamers            ,(D) A. I that develops emotions over time,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
205,              Ashim Roy            ,Ai that can read it's owner's emotions,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
206,              chhavi sharma            ,The answer of your quiz question is option D :),1,0,https://www.youtube.com/watch?v=ad79nYk2keg
207,              madhusudan reddy madhu            ,"Sir I want to do artificial intelligence and machine learning and deep learning and data science. 
Then I want to take BBA Ai and ML after this MBA data science and data analystic is correct decision sir in this route",0,0,https://www.youtube.com/watch?v=ad79nYk2keg
208,              ARYAN Bansal            ,IT IS OPTION D. DEFINATELY. COZ' AI HAS NOT DEVELOPED EMOTIONS YET,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
209,              Gaadha Suraj            ,I'm soo confused! I think its C but in the same time I think its D!!!,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
210,              seshu jobs            ,option D because my feelings are changing as per time.,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
211,              Pankaj Gupta            ,"you told this will e video of 5 min but took 5 min 27 second,and 20 min for me to understand

",1,0,https://www.youtube.com/watch?v=ad79nYk2keg
212,              startrainer            ,Very good explanation. The answer is D.,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
213,              Lakshit Nehra            ,OPTION C & D AS THE AI IS NOT YET ADVANCED TO READ AND DEVELOP EMOTIONS .,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
214,              Ritu Swain            ,Ans is D: AI that develops emotions over time,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
215,              Mr Bogoje            ,We demand answers to the quiz!,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
216,              Sarfaraz Alam Khan            ,Option D is Right,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
217,              Ashutosh Singh            ,"The answer to quiz is D .
AI are unavailable to develop emotions..... yet ...",1,0,https://www.youtube.com/watch?v=ad79nYk2keg
218,              Narasimha 1210            ,D- because AI cannot move over emotions,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
219,              Makarios Nagy            ,️️,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
220,              Divyansh Agarwal            ,Answer should be Option C,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
221,              JK Narvasa            ,D- AI that does develop emotions over time,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
222,              ayushi chhabra            ,Which app you are using for this video,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
223,              Ch Masood            ,Option D is correct,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
224,              V LOKESHWARI            ,Option D is the answer because AI can't develop emotions,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
225,              Karthick Sethuraman            ,answer is d AI that develops emotions over time,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
226,              Meena Salih            ,A.) An AI robot with citizenship.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
227,              mukesh kumar            ,Can I get a job through Simplilearn If I did course in it?,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
228,              Akanksha Wagh            ,D- AI that develops emotions,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
229,              Sonal Jadhav            ,D because their is no AI developed which can change it's emotions over time,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
230,              Shagun Bansal            ,"According to me
Sophia is granted the citizenship in Saudi Arabia
robots with a muscular skeleton system exist
ai can track and sense our emotions 
therefore d is the correct answer",2,0,https://www.youtube.com/watch?v=ad79nYk2keg
231,              Surendra yadav            ,Option c is right option,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
232,              Anmol Gamer            ,We like it,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
233,              Murugan S            ,B)A robot with muscular skeletal system,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
234,              DISHANT SINGH            ,Answer for quiz is option (B) .,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
235,              Kanishk Roll No15            ,Answer - D Ai does not develop emotion as of now.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
236,              Pushpa Kumari            ,Option D will be answer,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
237,              kumαr kαlαndí            ,Answer: option B ; a robot with a muscular skeletal system,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
238,              VIVEK SINGH            ,The answer is option B,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
239,              Rahman Pasha            ,"Option A, Robots will get the citizenship in the future.",1,0,https://www.youtube.com/watch?v=ad79nYk2keg
240,              shivamkr            ,The answer is option B,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
241,              Gulneet Kaur            ,The option d is correct,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
242,              prajwal chitrakar            ,Option:D ai that develops emotion over time,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
243,              Math Puzzles            ,"Correct option is ""D""",0,0,https://www.youtube.com/watch?v=ad79nYk2keg
244,              Anton Ljungströmmer            ,Option D :),1,0,https://www.youtube.com/watch?v=ad79nYk2keg
245,              #Mind blowing            ,Right Answer is D option,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
246,              Princess Aurora            ,B ) a robot with mascular skeletal system,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
247,              memo            ,Answer is D ai doesn't develop emotion by its self,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
248,              Amature Scenarist            ,"I hope its not too late to answer the 2019 question , the answer is B, robot with muscular skeletal system. Give it to me i’m worth it na na na na na na na",1,0,https://www.youtube.com/watch?v=ad79nYk2keg
249,              Palavalasa Sahana            ,I think answer is Option: B,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
250,              Zulfiqur Ferdous            ,Option 4 is the correct answer,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
251,              super Viji            ,Answer: option D is the correct answer,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
252,              Sandeep reddy G            ,Option d is correct,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
