,Username,Comment,Likes,Replies,link
2239,              Susan Herbert            ,And even AI can not match the knowledge  of all the years of Italy’s brilliance with food! 🇮🇹️,1,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2240,              Zoe Metro            ,Brilliant video! You two are super cool. AI may be able to write recipes... But it can never be sooooo cool. Basta.,0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2241,              Michele M            ,Great episode. But I’ll never stray from what I’ve learned from my mom and grand father (and now Eva). Tradition!,3,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2242,              Tales from ChatGPT: The AI Storyteller            ,"Really , really interesting! I think I will ask ChatGPT for recipes too!",0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2243,              Lala Asatourian            ,I'd actually like to learn from Eva. She knows what she's doing.  Thank you Eva ,1,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2244,              David Hall            ,"Bravi, ragazzi! This was a lot of fun. The Spaghetti alle Acciughe (with bread crumbs!) sounds delicious. I'm gonna make it for dinner this week.",0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2245,              AussieAngie            ,"Very interesting way of making dishes, I’ve heard of this AI way and it’s pretty cool. No doubt the future will become like this for sure. I usually can’t stand anchovies but I bet that dish lasted great. I love those Calabrian donuts, mum makes them and they are dangerous to have around.",0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2246,              P W            ,"Hi Harper and Eva, You certainly jumped the shark with this episode!",1,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2247,              just facts            ,Very interesting video l. It's been a while since I've watched your videos this one was fascinating. Well done ,0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2248,              LookAt ThisMonkey            ,"Eva ti assicuro che in molte ricette vengono aggiunte le acciughe nell'olio per rilasciare sapidità al piatto, ho visto diverse ricette che le includono negli spaghetti all'assassina (anche se non è tradizionale)",0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2249,              Ene_AI            ,"I have often found that working with chatGPT is less asking for answers directly, and more collaboratively working towards an answer. For example, I informed it the ingredients it gave were not part of the traditional recipe for pasta allo scarpariello and it gave me a corrected recipe that much closer resembled the correct one.",1,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2250,              zigweegwee            ,"I've been making a version of that spaghetti/anchovy recipe, affectionately known in my non-Italian home as Fishy Pasta, for years. My twist is wilting some baby spinach in the sauce before adding the pasta. ",0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2251,              Patricia Herman            ,Needless to say I won't be using that app any time soon . I'll stick to the ethnic recipes. AI scares me remember the movie I Robot. Blessings to you and your families. 🇺🇲,3,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2252,              NewBeginnings ThePunchNews            ,"Harper, you know how many recipes I have borrowed from Pasta Grammar, Vincenzo's Plate, Vito Iacapelli and Franco Pepe?
Not one of these Artificial Intelligence recipe's made  me excited to cook them. 
I will stick with my YouTube Mount Rushmore of Italian Chefs thank you!!!",3,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2253,              Rose Conklin            ,Thank you guys for this fun video!!!,1,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2254,              Karyn Hill            ,"I think it would have been more fun to ask it to create a pasta recipe and list one other ingredient. The way you did it, it just searches that particular recipe and grabs a bit from each.",2,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2255,              Klubberz von Hatzenbühl            ,"This was a truly great experiment. Thank you for contributing to the food community. Beep Bop Boop. (Comment generated by AI…or, was it…?)",0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2256,              c pav            ,"Eva, you're not alone when it comes to penne lisce (albeit I don't say it loudly)",5,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2257,              Shit Multiverse            ,"It's stated on their homepage that chatgpt is NOT trained to give accurate results, there are other AIs that are trained to be more like an actual assistant, like Chatsonic",5,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2258,              The Victory Over Himself            ,"From the makers of the viral question ""is a hot dog a sandwich?"":    ""Is Spaghetti Al Assasina a stir fry?""",1,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2259,              SPACESHIPLEWIS            ,"As a son of a big Italian family, I know that the REAL challenge was to get the Italian cook to follow another's recipe without an over abundance of complaint and criticism. Eva gave multiple looks that I am very familiar with similar to my grandmother from when she didn't quite approve of the way something was being done in her kitchen but was polite enough not to say (but you can tell, the whole room can tell). A.I. will never be as good as an Authentic Italians' home family recipe.",1,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2260,              Toronoc            ,You definitely don't have to worry about having AI overlords anytime soon. ,0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2261,              The Laughing Man            ,"The typical instructions, in order from largest to smallest, are: Rough or Large Chop > Dice > Fine Dice > Mince
Because sometimes people freely interchange dice and chop, I would interpret finely chopped to just mean finely diced.",0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2262,              Elizabeth Page            ,"So far I am not impressed with AI.  It's a fun game, but that's all I get out of it.  I'll still get my recipes from you or Google!  The spaghetti with anchovies looked pretty good though.  I'll have to give that a try.",0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2263,              David Shelten            ,We need an upgrade to EvaGPT  I love to see Eva’s face ️️️,0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2264,              Alex Walker            ,"Sorry to say, but it was fun to watch Eva's suffering expressions thru the process! 
I'll definitely stick to ChatEVA , because ChatGPT is ... no bueno!",2,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2265,              Gillie Michet            ,"I was about to say, how is she going to dice garlic with that tiny knife she always uses lol",0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2266,              Luke Gardin            ,"I just love this channel, and today's episode proves it.

I entered this into Chat GPT...

'Create for me a recipe for the original dish named pasta allo scarpariello, using Italian cooking method', 

And this is what I got:

'Certainly! Pasta allo scarpariello is a classic Italian pasta dish that's simple yet flavorful. Here's a recipe for four servings using the Italian cooking method:

Ingredients:

400g of pasta (penne or rigatoni)

4 tablespoons of olive oil

3 cloves of garlic, minced

1/4 teaspoon of red pepper flakes

4 anchovy fillets, chopped

1/2 cup of white wine

2 cups of cherry tomatoes, halved

1/2 cup of chopped parsley

1/2 cup of grated Parmesan cheese

Salt and pepper to taste

Instructions:

Begin by bringing a large pot of salted water to a boil. Add the pasta and cook according to the package instructions until al dente.

While the pasta cooks, heat the olive oil in a large pan over medium heat. Add the minced garlic, red pepper flakes, and anchovy fillets. Cook until the garlic is fragrant and the anchovies have melted into the oil.

Pour in the white wine and bring to a simmer. Let the mixture cook for 2-3 minutes, until the alcohol has evaporated and the liquid has reduced slightly.

Add the halved cherry tomatoes to the pan and cook for another 2-3 minutes, until the tomatoes have softened and released their juices.

Drain the pasta and add it to the pan with the tomato sauce. Toss everything together until the pasta is coated in the sauce.

Stir in the chopped parsley and grated Parmesan cheese. Season with salt and pepper to taste.

Serve the pasta allo scarpariello hot, garnished with extra Parmesan cheese and chopped parsley, if desired.

Enjoy your delicious and authentic Italian pasta allo scarpariello!'

Im finding that the AI will create better recipes, if given a very precise question... Still didn't use pasta water and final cooking in the sauce... Oh well... Baby steps",3,2,https://www.youtube.com/watch?v=XSIQCE3InFE
2267,              Areno            ,I love this pasta recipe!,0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2268,              Jon Pulicicchio            ,"Sorry,  I will use Eva's recipes over a chat bot any day of the week ",1,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2269,              ytstigto            ,Amazing! ChatGPT could even tell that you're in 'murica and gave you old time measurements!,2,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2270,              SESWF            ,When ever I need to impress my wife's Italian family I always come here for the great recipes. I've never failed to impress them.,0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2271,              RendererEP            ,What would happen if you asked for italian recipies in italian? Or if there is an italian version of chatgpt as there's more information,0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2272,              JD Nope            ,Ha. I was watching videos on “Prompt engineering” and your video showed up. Perfect. Loved the olive oil taste test video. Order the good stuff as per your recommendation. Thanks for the wonderful content.,3,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2273,              Domenico Radogna            ,"Man, this vid was the most hilarious Pasta Grammar video I have seen, even more than the old ""Eva try this italian-american food"".",0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2274,              iKneeS            ,"Hey just so you know, as the info about pasta all'assassina is new, chatgpt wouldn't know about it, as it has info only up to 2019! That's why it didn't know anything about it. Also maybe, it would've worked differently if you asked the recipes in italian, as we all know how different ""italian dishes"" are in america compared to the real italian ones!!",2,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2275,              Laura Pavoni            ,"I'm with you chef, penne lisce are my favourite, I'm sorry to say they don't have a widespread distribution and I can't find them in my little town up the mountain. Lucky you that live in the US ",1,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2276,              Manuel Grande Boggio            ,"I laughed so hard. Thanks, guys!",0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2277,              Stagger            ,My favorite pastime has been having chat gpt give me recipes for the leftovers in my fridge,0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2278,              tamedshrew            ,"Eva, what is your opinion on using minced garlic from the jar? Are there any dishes you would use it in as a matter of convenience?",0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2279,              Blake Bella            ,Good thing both of you survived the experiment    ,0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2280,              Sir_Axiom            ,Yeeeaah I’ve been seeing people use A.I. on Youtube to put recipes together hoping they’re super delicious.,0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2281,              Martin Teetz            ,For now I go with your recipes - not AI ,1,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2282,              Philly Ghost Hunt            ,"Great videoI'll stick with Eva's real intelligence and recipesIt seems that AI didn't get it rightI think it tried to interpret the individual words, rather than looking at the title of the recipe, pasta allo scarpariello, as a phrase with a specific meaning. AI might have misinterpreted pasta allo scarpariello, confusing or connecting the word scarpariello with the word scallopini. This might explain both the connection with pork, and the reason why the directions said to chop the sausage. It might also have viewed the pasta as a side or an 'add in'; which is why AI said to cook it first, and then set it aside. For example, you can have sausage scallopini with or without pasta. I also think it missed a nuance of meaning between the word minced, and idea of what it means to finely chop. To mince means to chop or cut a small as possible, it's specific. To finely chop, however, can mean to mince, but it could also mean something as different as julienne. Overall, AI didn't seem to be very good at handling the idea of a recipe.",0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2283,              Pamela Pombo            ,That dish is served in many American Italian restaurants but it is called scarpiello usually comes with chicken too,0,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2284,              dave somerset            ,Thanks! Can you cook a pasta I had in Abruzzo which has saffron and the pasta was made on a guitar like object-- they pressed it onto steel wires to cut it. It was delicious! Bit of a creamy sauce.,2,1,https://www.youtube.com/watch?v=XSIQCE3InFE
